Reviews,Sentiment
 আমার দেখা বেস্ট নাটক,positive
 এক কথায় অসাধারণ মোকাদ্দেছ মোল্যা,positive
 এককথায় অসাধারণ,positive
 এটা বুকের পা পাশের মত সেরা নাটক হবে এবং পুরুষ্কার পাবে।,positive
বালের নাটক বানাইছে,negative
 শেষ টা কষ্ট ছিল,negative
 কয়েকটা বাংলা সেরা নাটকের নাম দরকার ছিলো।যা জানা আছে কাইন্ডলি বলবেন প্লীজ!,positive
 অনেক সুন্দর,positive
পুরাই ফালতু একটা নাটক,negative
 অসাধারন একটা নাটক,positive
হালারপো হালা আমার  mb ফেরত দে,negative
 জাস্টফ্রেন্ড বা বেষ্টফ্রেন্ড নাম হলে আরও সুন্দর হত।শেষে নিশুর সাথে বিয়ে হলে আরও সুন্দর হত,positive
 অসাধারণ   দিপ হাজরা ভাই,positive
গার্লফ্রেন্ডকে ল্যাং মেরে আটকানোটা পছন্দ হইছে,negative
 এক কথায় অসাধারণ নাটক টি,positive
ফালতু নায়িকা,negative
"অসাধারন,,অভিনয়,ইরফান,ভাই,আর শামিম,,ভাই,,সেই একটা নাটক,,অলরেডি,৪ বার দেখছি,,",positive
 বৃন্দাবন দাস এর কাজগুলো সবসময় ভাল লাগার হয়।আর শেখার অনেক কিছু থাকে।,positive
 ঈদের শুভেচ্ছা সবাইকে,positive
 নাটকটিতে কেন নতুনত্ব পেলাম নাএগুলো পুরাতন অনেক নাটক অথবা সিনেমার কপি ছাড়া আর কিছুই নয়...এত বড় মানের অভিনেতাদের কাছে আমরা আশা করি নতুন কিছু পাবোকিন্তু হতাশ হই।,negative
 অনেক অনেক ভালো লাগল নাটক টা দেখে সেই হয়েছে,positive
 গান ঘূৱো খুব সুনদৱ,positive
 Speechless. বলার মতো ভাষা নেই সত্যিই। অসাধারণ হয়েছে। Love_from_India,positive
 এক কথায় অসাধারণ,positive
 ফালতু নাটককমেন্ট পড়ে দেখলাম সবাই মেয়ে গুলোরে চু তেছে।গাভিন হইছে কিনা কে জানে।,negative
 অসাধারণ,positive
 আলিয়ান ভাই যেখানে  ভালো  নাটক  সেখানে   আর অপুরব ভাই তেো  বস,positive
তিসা আপু জিন্স পেন্ট পইরো না পিলিজ তোমাকে মাগির মত লালে পতিতা মনে হয় নিশি কন্যা মনে হয় দেখতে কি বিচরি লাগে পাচার ডক নাই আর এতো পণ্ডিতা কেন তুমি একটু মেয়েলি বাপ রাইখো বেশী বুজো কেন পন্ডিত হলে হবে না মেহেজাবিন কে পলো করো,negative
 নিশো বস মানেই অন্য রকম ধামাকা। বসের নাটোক দেখার জন্য সব সময় অপেক্ষা করি। অনেক ভালো লেগেছে আশা করি সামনে দিনগুলোতে ও এই রকম নাটোক দেখতে পারবো। সব মিলিয়ে অনেক ভালো ছিলো। আমার দেখা বস এর সব চেয়ে বেস্ট নাটোক ছিলো।,positive
 সাংস্কৃতিক অঙ্গনে কি অধঃপতন কমেন্টারগণের চাওয়া ও পড়লাম। কেউ কেউ চায় গাঞ্জা খোর হা হ হা হ,negative
 নামাজ পড়ার ব্যাপারটা  ভালো লাগছে,positive
 নাটক টি দেখে জিবনের চলার সঠিক পথটি আজ দেখতে পেলাম ৷ জানিনা কি বলে জে ধন্যোবাদ দিবো ভাষা খুজে পাইতেছি না ৷ এমন জিবন বদলে দেওয়া নাটক আরো বেশি বেশি বানাবেন ধন্যোবাদ অনেক অনেক ভালো লেগেছে,positive
 আমার দেখা এই ঈদ এর সবচেয়ে  বাজে নাটক৷ কোন story নাই কিছু নাই।বাল বানাইসে।।।।,negative
 নাটক টা অনেক ভালো লাগছে ।  আর আপনাদের  কেমন লাগছে,positive
 আপনার সন্তানকে   কোরআন  শিক্ষা দিন।কাল  কিয়ামতের মাঠে  তা  কাজে লাগবে,positive
 প্রথম দিকে খুব মজা লেগেছে শেষের দিকে কান্না করে দিয়েছি,positive
 হায় অমি ভাই লাভ ইউ।এত্ত জোস একটা স্ক্রিপ্ট এর জন্য। সত্যি মন থেকে বলি খুব খুব ভাল লাগসে। আপনি একটা মাল ভাই। সব বেস্ট বেস্ট নাটক এর কারিগর আপনি।এই রকম আরো নাটক দিয়ে আমাদের আনন্দিত করবেন। মন টা খুব খারাপ ছিল। এখন ভাল হয়ে গেসে। ধন্যবাদ ভাই। দুয়া রইলোআপনার জন্য.! Vai bachelor point kobe astese?,positive
" সকলকে জানাই ঈদ মোবারক,  দেখা শুরু করলাম আশা করি ভাল লাগবে। নিশো ও তিশার জুটি নাটক অনেক ভাল হয়। নিশো ফ্যানরা হাত তুল",positive
 ভাই ভাষাটা খারাপ করলাম না ভাষা খারাপ করার আগেই এসব আজাইরে নষ্টামি কাহিনীর নাটক বানানো বাদ দিন।,negative
" শিহাব শাহীন বলেই এমন টা সম্ভব হয়েছে। তিশার অভিনয় আপ টু দ্যা মার্ক। এই প্রথম তিশার এত সুন্দর অভিনয় দেখলাম,অসাধারণসস্তা আর ফালতু গল্পের নাটকের ছড়াছরিতে নাটক দেখা ছেড়েই দিয়েছিলাম। ধন্যবাদ শিহাব শাহীন কেতবে নায়ক নায়িকার বিবাহ পরবর্তী কিছু রোমান্স শেষের দিকে থাকলে পরিপূর্ণ হত, এই টুকু খুব মিস করলাম",positive
 বাজে নাটক এটা,negative
 হ্যাপি এন্ডিং ।  ভালোবাসা এমনই হওয়া উচিত।,positive
 অসাধারণ নাটক।।,positive
 শালির ঘরের শালি মজা বুজিস না,negative
 আসলে আমি কখনো কমেন্ট করি না তো লিখতে বাধ্য হলাম এক কথায় অসাধারণ বর্তমান পরিস্থিতির সাথে অনেক মিল রয়েছে টিমের সকলকে অসংখ্য ধন্যবাদ বিশেষ করে লেখক পরিচালক এবং দুই অভিনেতা অভিনেত্রী থ্যাঙ্ক ইউ,positive
" না বলা অনেক কিছু এই নাটক টির সাথে মিলে যাওয়া,ভালো লাগলো",positive
" বাংলা নাটক অনেক ভালো লাগে,,, আমার মত কার কার ভালো  লাগে  বলবেন।",positive
" এমন এক জন ভালোবাসার মানুষ পাওয়া ভাগ্য এর ব্যপার,,,i love u nisho,,,",positive
 দোস টা কারো ছিল না যে এমন একটা সময় আসে সে সময়ের কারনে মিথ্যা অভিনয় করে চলতে হয় একটা কথা মানতে হয়     ভালবাসা কোনদিন কমে না নাটক টা অনেক দারুম হয়ছে।।।।।,positive
 আমার বালের নাটক একদমই ভালো লাগে নাই,negative
" মায়া:কেন এমন করছেন?আসিক: আমি আপনাকে পাগলের মতো ভালোবাসি। (বুকের বা পাশে)অসাধারণ। আরিয়ান ভাইকে অসংখ্য ধন্যবাদ এই রকম নাটক আমাদেরকে উপহার দেয়ার জন্য।আপনার জন্য অনেক অনেক দোয়া,ভালোবাসা ও শুভেচ্ছা রইলো। Love u নিশো,মেহজাবিন",positive
 গল্প টা খুব সুন্দর ছিল।,positive
 দেখে মজা পাইলাম,positive
 অসাধারণ নাটক,positive
 এক ককথায় অসাধারণ,positive
 খুব ভালো লাগলো,positive
 আমার দেখা সব থেকে বেস্ট নাটক আরফান নিসো বসের ভালোবাসা অবিরাম অন্তহীন। মিজানুর রহমান আরিয়ান ভাইকে অনেক অনেক ধন্যবাদ আমাদেরকে এতো সুন্দর একটা নাটক উপহার দেওয়ার জন্য।,positive
 অবুঝ দিনের নাটকটা অনেক অনেক সুন্দর।,positive
 শামিম ভাই আপনি এমন একটা ফালতু নাটক  করবেন বুজতেই পারলাম না।। খুব খারাপ লাগছে,negative
মেরিল প্রথম আলো ২০১৯ এর সেরা নাটক হবে এটি আশা রাখি।,positive
 অসভ্যতা কাকে বলে দেখলাম।বাংলা নাটক দেখিনাআজ কেন না জানি ভুলে দেখলাম।নুংরাঅসভ্যফালতু সংলাপ।হারামজাদার গুষ্ঠি ।ইংলিশ মুভি এর চেয়ে ভালো।+ ভাষা।,negative
 নেকামি একটু বেশী হয়ে গেছে,negative
 wowwwwwww তো হবেই বাংলা নাটক বলে কথা,positive
ব্যাচ ২৭ অসাধারণ ১টা কাজ হয়েছে,positive
 অনেকদিন পর একটা বাস্তবিক ভাল নাটক দেখলাম।,positive
অসম্ভব রোমান্টিক .. অভিনয় ৯/১০ খুবি ভালো ছিল ...,positive
মোশাররফ করিম নিঃসন্দেহে আমাদের গর্ব করার মতো একজন অভিনেতা।ওয়ান & ওনলি। ক্যারিয়ারের শেষের দিকে এসে এরকম উল্টাপাল্টা নাটক করলে অতীতে যত ভালো অভিনয় করেছে মানুষ সেগুলো ভুলে শুধু খারাপটাই মনে রাখবে। শুধু একটু বেছে ভালো স্ক্রিপ্ট দেখে নাটক করুন।আপনার মনে হয়না টাকার খুব বেশি প্রয়োজন।যথেষ্ট আছে। আমরা কোয়ালিটি চাই  কোয়ান্টিটি না। আপনার ক্লাস আছে  সেটা দয়াকরে মেইনটেইন করেন। Thanks Indeed,negative
 (মাবরুর রশিদ বান্নাহ) গল্পকার অাপনাকে অনেক ধন্যবাদ এমন একটি সুন্দর নাটকের মাধ্যমে বাস্তবতা তুলে ধরার জন্য। জয় হোক সমাজে এমন সকল বেয়াদবের,positive
এইটা কোনো নাটক হইলো।,negative
 সত্যি অসাধারন  অনেক ভালো লাগলো,positive
 ঈদের আরেকটা ভালো কাজ।,positive
 নাটকের মধ্যে সবচেয়ে সুন্দর এবং ভালো একটি কথা হল নামাজের গুরুত্ব। ধন্যবাদ পরিচালক নাট্যকারদের সবাই এভাবে নাটকের মধ্যে নামাজের কথা তুলে ধরলে মুসলমানরা তাদের নামাজকে মনে রাখবে।,positive
 অথই নামটা আমার খুব পছন্দের একটা নাম।,positive
ফালতু নাটক,negative
 অসাম হইছে ??,positive
বালের নাটক অফিসে অফিশিয়াল আলাপ-আলোচনা চলবে কিন্তু সেখানে ফালতু আলোচনা বালের নাটক বালের পরিচালক,negative
 যদি বলি ভালো লাগছে তাইলে কম হবে। এক কথায় ভাসা হারিয়ে ফেলছি,positive
" প্রথমেই পরিচালককে অনেক ধন্যবাদ এত সুন্দর একটা নাটক উপহার দেয়ার জন্য।বেশির ভাগ নাটকে আমরা অভিনেত্রী-অভিনেতার ছ্যাবলামি দেখি,  সে তুলনায় এটা একটু আলাদা। এই নাটকে হাসি, আনন্দ -বেদনার ছাড়াও একটা বার্তা আছে যা অন্য সব নাটকে দেখা যায়না।পরিশেষে শুভকামনা রইল।",positive
 শামীম ভাই সস্তা নাটকে আর কত...?,negative
সব ফালতু গুলি এক হয়েছে।।,negative
 ফালতু নাটক,negative
 ভালো লাগলো,positive
 ভালই লাগলো কিন্তুু মেয়ের বাপ এমনই হয় ভাল ছেলের পিচনে লাগিয়ে দেওয়া স্বার্থ বোঝে,positive
 অপুব তিসা নাইচ ওবিনয়,positive
 আমার ছোটে ভাই এ নাটক প্রিয়,positive
 বস সবসময় বস  নামায এর কথা বলা হয়েছে তাই খুব ভাল লাগলো,positive
" আমার দেখা জীবনের শ্রেষ্ঠ নাটক, আজও ভুলতে পারিনি তোমাকে,  টা বছর ধরে শুধু তোর কথাই আমাকে বার বার কাদায়",positive
 আমার দেখা সবচেয়ে বাজে নাটক এটি এই রকম বালের নাকট দেশের সংস্কৃতিকে ধংস করতেছে।আমি তিব্র নিন্ধা ও খোপ প্রকাশ করিতেছি ।,negative
" চেষ্টা করেছি আপনাদেরকে আনন্দ দেয়ার জন্য। এতদিন যেভাবে সাপোর্ট দিয়ে আসছেন আমি সত্যি মুগ্ধ। আপনাদের সুবিধার্থে চ্যানেলটি খুলেছি, সাবস্ক্রাইব করে রাখুন সব ধরনের নাটকের আপডেটের জন্য। আ খ ম হাসান।",positive
 আরও একবার Fan হয়ে গেলাম বাংলা নাটকের।।।।  সাথে Apurba তো আছেই।।।,positive
 বর্তমান সমাজের একটি নাটকীয় সত্যিকারের চিত্র অসংখ্য ধন্যবাদ এমন একটি বাস্তবতা তুলে ধরার জন্য,positive
 পুরাটা দেখলাম।খুব ভাল লাগল। দারুন........,positive
 সত্য অসাধারণ নাটক ।।,positive
 ভালবাসা ভালবাসে শুধুই তাকে ভালবেসে ভালবাসাকে বেধে যে রাখে,positive
 বেস্ট নাটক,positive
" প্রথম অর্ধেক দেখার পরেও ভাবছিলাম অতো ভালো হবে না। কিন্তু শেষ করে ভালো লাগসে। সাবিলা নূর - কথার মধ্যে একটা টান ছিলো, ওটা না থাকলে ভালো লাগতো। ওভারঅল, ভালো :)",positive
" এই স্বল্প সময়ে জীবনের শুরু থেকে শেষ পর্যন্ত প্রদক্ষিণ করলাম, বাস্তবধর্মী খুব সাধারন আর জীবনের রঙ মেশানো নাটক একটা, এক কথায় অসাধারণ",positive
 অনেক বালো  এটা নাটক,positive
 অসাধারণ একটি নাটক। আমার দেখা বেষ্টিত নাটক,positive
" অসাধারন ।বাস্তব ঘটনা,,  সব নাটক সিনেমায় দেখি নায়ক, নায়িকা শেষ এ মিলন হয়।। সেটা অযুক্তিক,,  কিন্তু এই নাটক এর গল্পের শেষ টা সত্যিই দারুন।Apurbo",positive
 অসাধারণ........,positive
" আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটক,,,দারুন হয়েছে অপুর্ব ভাই",positive
 অসাধারণ নাটক,positive
 এত সুন্দর নাটক উপহার দেয়ার জন্য পরিচালকে ধন্যবাদ,positive
 মাদারটোস্ট এর বাচ্চা এতো এড দিসোস কেন ! টিভিতেও শান্তি দেস না ইউটিউবেও দিবিনা ! মাদারটোস্ট !!,negative
 নাটকটা মানসম্মত না! আর নিশো কে বলছি আপনি দেখে শুনে নাটক করেন তা না হলে মোশাররফে মত অল্প দিনেই দর্শক প্রিয়তা হারাবেন!,negative
 আসলে অনেক সুন্দর,positive
" ধন্যবাদ মিজানুর রহমান আরিয়ানকে, এত সুন্দর একটা নাটক উপহার দেয়ার জন্য।",positive
 দেখে ফেলেছি দুপুরেই...ভাল লেগেছে...কিছু মানুষের জীবন এমনই...যাদের কিছু পাওয়া হয়ে ওঠে না...অন্যের মুখে হাসি ফোটাতে গিয়ে নিজের খুশিটাও বিসর্জন দিতে হয় তাদের...সবশেষে তারা একা...শুধুই একা...আর গানগুলো অসাধারণ...মন ছুঁয়ে যাওয়া কথা আর সুর...প্রত্যাশা বেড়ে গেল আরিয়ান স্যারের প্রতি...,positive
 সবাইকে ঈদের শুভেচ্ছা ।     নাটক অনেক ভালো লাগছে।,positive
" দেখার আগেই বলে দিলাম টেলিফিল্মটি অনেক ভালো হবে। কারন মিজানুর রহমান আরিয়ান, অপূর্ব, মিথিলা যেখানে আছে তা ভালো না হয়েই পারেনা।",positive
" অসাধারণ একটা story,",positive
 খুব সুন্দর হইচে বস মিজানুর রহমান ভাই।,positive
 অনেক দিন পর আবার মনের মতন  ধারাবাহিক নাটক দেখতে পেলাম খুব ভালো লাগেছে।,positive
সময় নষ্ট  ছাড়া আর কিছুই না,negative
 বিরক্তিকর নাটক,negative
বালের নাটক বোকাচোদা পরিচালকআর যারা লাইক দিছেন তারা কি? নিজেরাই নাম দিয়ে নেন।,negative
 অনেক কষ্টে মিনিট দেকছি।ফালতু নাটক।,negative
" নাটকের প্রতিটা চরিত্রই খুব ভালো অভিনয় করেছে। প্রকৃতিক বস্তবতাটাই নাট্য শিল্পের মাধ্যমেই প্রকৃতিক ভাবে উপস্থাপন করেছে। একেবারে হ্র্দয় ছোয়া অভিনয়। আপনাদের পুরো টিমের জন্য শোভ কামনা রইল,,,,",positive
 নামাজ পরার জন্য মানুষ কমেন্ট করেছে ভাল লাগল।,positive
 অনেক ভালো লাগলো,positive
 তাসনুবা কে এত বেশি ভাল্লাগে কেন?ক্রাশের ডিব্বা একটা।,negative
 বিশ্বাস হচ্ছে না।  এরকম একটা বাজে আর অশ্লীল নাটকে আমি নিশোকে দেখলাম। কি মনে করে সে এইরকম একটা নাটকে কাজ করল বুঝতেই পারছি না।,negative
 আরিয়ান ভাই আপনি আবারো প্রমান করলেন আপনি সবার সেরা।।আপনি সবার থেকে আলাদা।।।অসাধারন কাহিনী আর অপূর্ব ভাই এর অসাধারন অভিনয়।।রোমান্টিক নাটকের বস ইনি♠♠,positive
 শিক্ষা কিছু নাই বাজে নাটক,negative
 অপুর্ব বস,positive
 অসাধারণ   নাটক,positive
 নাটকের ভেতর নামাজের জন্য তাগিদ দেওয়া হয়েছে দেখে শুনে অনেক ভাল লাগলো. ধন্যবাদ সবাইকে.,positive
 ভালোবাসা অবিরাম আপু,positive
 Its called real love.শেষ মুহূর্তে কেঁদে ফেলছি।মিউজিক গুলো অছামনিশো ভাইয়ের গেটাপ টা দারুন ছিল।এককথায় অসাধারন  নাটক,positive
সমাপ্তি টা পছন্দ হলনা 🤐🤐,negative
 সবকিছু মিলে নাটকটি অসাধারণ,positive
তানজিনারে খেয়ে দিছে বহু জন,negative
 দারুন নাটক,positive
 এই সমাজে এরকম কি.গঠে . মিথ্যা গল্প.. নাটক,negative
" নিসো ভাইর সাথে বিয়ে হলে ভালো হইতো,,,,,",positive
 দারুণ একটা নাটক।।  বুজার মতো ওনেক কিছু আচে।।।,positive
এখানেও তো দেখছি বিজ্ঞাপনের প্যারা!!!!,negative
" অসাধরন,,",positive
 একটি সুন্দর জনসচেতনতা মূলক শিক্ষা পেলাম। প্রেম ভালোবাসা এবং হাসির ফাকে। নিশো ভাই অসাধারণ অভিনয় করেছেন বলতেই হবে।,positive
" নিশো ভাইয়ের ""নামাজ দেওয়ার মেসেজটা ছিলো অসাধারণ। ভাই যে বলছে,,,অপচয়কারী শয়তানের ভাগিনা,,, ""ভাগিনা ""না,,,, হবে,, ভাই",positive
 নিশো বস মানেই হিট নাটক। অসাধারন নাটক ভাল লাগল। কার কার ভাল লাগল ঈদ মোবারক,positive
 এক কথায় অসাধারন মন ছুয়ে গেলো,positive
 সকল অভিনেতা ও অভিনেত্রীদের অভিনয় ছিল সত্যিই মনোমুগ্ধকর। ধন্যবাদ সবাইকে।,positive
" অসাধারণ নাটক।  চোখে জল এসো গেলো। ওই ম্যাডামকে অনেক নাটকেই দেখি, চরম অভিনেত্রী",positive
 ভাইয়া এক কথায় অসাধারণ,positive
 নিঃসন্দেহে শামীম হাসান সরকার সেরা,positive
" রিসোর্ট টা খুব সুন্দর, কেঊকি এই রিসোর্ট এর নাম টা জানেন??? জানলে দয়া করে বোলবেন...।",positive
শেষে ২জন এর মাঝে মিল দিলে ভালো হইতো,positive
 যারা বাংলা মুভি থেকে নাটক বেশি দেখেন তারা লাইক দেন,positive
 অসাধারণ  নাটক,positive
" খুব সুন্দর ছিলো নাটক টা। মানবজীবন টা কিভাবে কাটে তা আংগুল দিয়ে দেখিয়ে দিলো,।",positive
ধরে নিলাম  ছাগল কমেন্ট করছে নাটকটা খারাপ হইছে কিন্তু এখানে কথা হলো  হাজার লাইক কি তাদের দাদা দিয়েছে,negative
" সবচেয়ে বেষ্ট পার্ট ছিল ডাক্তারের কাছে হাত ধরে টেনে নিয়ে যাওয়া। ভালোবাসার প্রমাণ দেয়ার জন্য যথেষ্ট। অসাধারণ নাটক। এরই নাম ভালোবাসা। নাই কোন মাখামাখি, নাই মেকআপের বাহুল্যতা।।।।",positive
 আরিয়ান ভাই আমি চাই অপূর্ব ভাইর সাথে আনন্দ খালেদ ভাইকে সব নাটকে দেখতে চাই...,positive
 সত্যি অসাধারণ গল্পের অসাধারণ একটি নাটক। শেষ দৃশ্যে কোনোভাবেই চোখের পানি আটকাতে পারিনি। তবে নাটকের সংলাপে তুই তোকারি করাটা হয়ত মেনে নেয়া যায় কিন্তু  কুত্তার বাচ্চা বলে গালি দেয়া এবং গায়ে হাত তোলাটা কোনোভাবেই মেনে নেয়া যায় না।,positive
 ভাবতে খুব খারাপ লাগে বাংলা নাটকে এভাবে অশ্লীলভাবে গালিগালাজ যেটা একসময় বাংলা সিনেমাতে ছিল নাটক যদি বাংলা সিনেমার মতন হয়ে যায় তাহলে আমরা ভালো কিছু শিখব কোথা থেকে?,negative
 এই নাটক টি দেখে অপূর্বের ফ্যান হয়ে গেলাম।,positive
 এত সুন্দর কেন এই নাটকগুলো,positive
 অসাধারণ,positive
 পুরা ফালতু একটা অবস্থা শামীম এর এতো এক্সট্রা কথা বলার কি দরকার,negative
 বাংলাদেশে যে পরিমাণ সুন্দর নাটক বানানো হয় তা এশিয়া মহাদেশে অন্য কোথাও দেখা যায়না...Really we should proud of our Bangladesh..,positive
 গল্পটা খারাপ না🙄🙄🙄,positive
বান্নাহ ভাইয়ের থেকে এই সব নাটক আশা করা যায় না। নিশো আর তিশা এরকম নাটক করবে সেটাও ভাবা যায় না। যাই হোক এভাবে চললে খুব তাড়াতাড়ি তোমাদের মার্কেট ডাউন হতে যাচ্ছে। এটা বাংলাদেশ। এগুলো মাথায় রাখা উচিত।,negative
 অসাধারণ,positive
 পুরাই ফালতু একটা নাটক  shame on you story-writer,negative
 সবচেয়ে বেশি ভাল লাগছে দুই বনধুর নিঃসাথর্ সম্পকর্,positive
 নিশো ভাইয়ের ভক্ত গুলান কই?? লাইক দিয়ে জানিয়ে দেন,positive
 বাংলা নাটক দেখার মজাই আলাদা সত্যি অসাধারণ একটা নাটক নিশো + কা........মালAll The #Best Bangla Natok,positive
 খানকিরপুলারা মানুষের নাম নিয়ে ফাজলামি করো মাদারচুদের বাচ্ছারা কামাল নাম কি ফাজলামি করার নাম।,negative
" জীবনের সব কিছু খুব সুন্দর ভাবে ফুটিয়ে তোলা হয়েছে। এতদিন ভাবতাম বিয়ে করবনা, কিন্তু এখন ভাবতে বাধ্য হচ্ছি। বুড়ো বয়সে একজন সাপোর্ট অবশ্যই দরকার।নাটকটা ভীষণ রোমান্টিক, আবার শেষ দিকটা রীতিমত ভয়ের। চোখে জল আর গলা শুকিয়ে এসেছে। ভারত থেকে অসংখ্য ভালোবাসা আর শুভেচ্ছা।",positive
 শাহনাজ খুশির অভিনয় খুব ভালো লাগে!,positive
 এই ঈদে সব গুলো চ্যানেলের নাটুকই যদি নিশোর হতো তাহলে কতই না মজা হতো তাই না বন্ধুরা নিশো মানে অন্য আমেজ অন্য সা'দ প্রতিটি সময় বাংলা নাটুকের সাথে ছিলাম ও আছি,positive
 অনেক ভালো লাগলো নাটক টা,positive
" তানজিন তিশা এতো ভালো অভিনয় করে, জানা ছিলো না।",positive
 অবুঝ দিনের গল্প সত্যি অসাধারণ,positive
 “ দরজা খুইলা আমি মুততে গেছিলাম”বাংলা নাটকের  ডায়ালগ তাও নিশোর নাটকে প্যাথেটিক,negative
 অসাধারন নাটক -,positive
" শাহনাজ খুশি দ্যা বেস্ট,,,,,",positive
" অসাধারণ নাটক, আনেক কিছু শেখার আছে।",positive
 একটা ছেলের সাথে প্রেম করতে তার টাকা পয়সা কে না তার মন টা কে দেখা দরকার তেমনি একটা মেয়ের সাথে প্রেম করতে হলে তার সুন্দর মন দেখা উচিত তার রুপ না,positive
এসব নাটকও দেখতে হচ্ছে,negative
ভাই অর্ধেক নাটক দেখছি বাকিটা দেখা বাকি আছে এতে ভালো লাগতেছে এতো মজা লাগতেছে তাই কমেন্ট করতে চলে আসছি।আরফান নিশো ভাই আপনাকে অনেক ভালো লাগে যদি আপনার সাথে ১বার দেখা করতে পারতাম তাহলে নিজেকে ধন্য মনে হতো। আমি তো ১জন ক্রেজি ফ্যান ভালবাসতে ভালবাসতে  ভিতরে ঢুকেগেছি।,positive
"সব তো ঠিকই ছিলো কিন্তু ১০ বছর পর কলেজ কেমনে কি,  সাথে না হয় আরো ২ বছর ধরলাম তাও কি ১২ বছরে কেউ কলেজে যায় জানা ছিলো না....তবে নাটক টার কাহিনী ভালো ছিলো..",positive
 সত্যি নিসো ভাই এর নাটকে আমি মুগ্ধ।খুব সুন্দর অভিনয় করেন।নাটকটি আমার ভালো লেগেছে।,positive
 আমার কাছে এই নাটক টাঅনেক ভালো লাগে I wish আমি একটা নাটক করতে পারতাম,positive
 নাটক টা বেস্ট,positive
 হৃদয় ছুয়ে গেলো আরফান ভাইয়ার নামাজের প্রতি সুন্দর পরামর্শ দেওয়াটা -!!ভালোবাসা রইলো ভাইজান-!!,positive
 অনেক সুন্দর হয়েছে,positive
" মোহাইমিনুল দোস্ত নাটকটা তুই আস্তির লিখছোস, ভাল লাগলো দেখে।অল দ্যাে বেস্ট............দোস্ত।",positive
 নাটক টা খুব সুন্দর,positive
" সুন্দর একটা গল্প ,,",positive
 আমার দেখা অপূর্বর সেরা নাটক এটা,positive
 বাজে নাটোক।,negative
 সেই রকম বোকাচোদার নাটক,negative
 নিশো ভাই আর তিশা আপু..বাংলা নাটকের বেস্ট জুটিতুমাদের জন্য অনেক ভালোবাসা রইলোআর এই ঈদে সব থেকে জনপ্রিয় নাটক এইটা,positive
" অনুভূতি গুলো সত্যি অন্যরকম,  এক কথায় অসাধারণ একটা পরিবেশনা।",positive
 এই নাটকের সবচেয়ে ভালো দিক টা হলো নামাজ নিয়ে মেসেজ দেয়াটা ধন্যবাদ পরিচালক,positive
 এত ভাল লাগলো বলে বুঝানো যাবেনা,positive
 তানজীন তিশা আপু সেই নাটক করছে ইদানিং।,positive
পুরাই চিল,negative
 ঠ্যাগ না থ্যাংকস বলা লাগে যেমন মূর্খ যে শাশুড়ি। বাংলা বলতে পারে না  ধন্যবাদ,negative
 ভালো লাগলো না.নাটক'টা,negative
 আজকাল ভাল কাজকে কিছু লোক অবাস্তব বলে আর খারাপ কাজকে বাস্তব বলে।!!!! কি বলব আর!! সামান্য ও সাময়িক সময়ের একটু মোহের জন্য আমরা সমাজটাকে বিকৃত করছি যেটা আমাদের উপরেই আবার ফেরত এসে আমাদের উপরেই প্রয়গ হচ্ছে।!!নাটকটা অনেক ভাল লাগল।,positive
 ঈদের সেরা নাটক হলে এটাই।,positive
" একটা ও নায়িকা সুন্দর নাই, এর চাইতে আমার বউ সুন্দর।shit",positive
 হায়দার দিলু ভাই বাংলা নাটকে আপনাদের অবস্থান আরও উপরের দিকে প্লিজ এমন নিম্নমানের স্কিপটে অভিনয় করে নিজেদের নষ্ট করবেন না।,negative
  সালের এর সেরা নাটক হবে অসাধারণ অনেক অনেক ধন্যবাদ যারা এই নাটকে অভিনয় করছে আই লাভ ইউ সবাই কে,positive
পরিচালক সহ সকল কলকুশলী কে অভিনন্দনসফলতার সাথে বস্তাপচা ভাড়ামি নাটক উপহার দিতে পারার জন্য। পরবর্তী এসাইনমেন্ট নেয়ার আগে রেদওয়ান রনী কিংবা ফারুকী সাহেবের ২-১ টা নাটক দেখে নেয়ার অনুরোধ থাকলো অবশ্য যদি আপনাদের অতো সময় হয়!,negative
 একে বলে ভালোবাসা,positive
 অসাধারণ একটি নাটক অনেক ভালো লাগলো ধন্যবাদ সবাইকে,positive
" এটাই বাস্তবতা যে,,,এমন হাজারও jerry এর মিথ্যা সপ্নের   মধুর কথার  মাঝে পরে অয়নদের জীবনে নেমে আসে বিষাদের অনল...আবার সেই অয়নরাই এমন হাজারও সানিয়ার সপ্ন পূরণ করতে সাহায্য করে...আর এটাই চিরন্তন সত্য....তবে স্যালুট অপূর্ব ভাই তোমাকে তোমার অসাধারন অভিনয়ের জন্য..",positive
 Afran ভাই অনেক ধন্যবাদ এতো সুন্দর একটা নাটক আমাদের উপহার দেয়ার জন্য আপনার জন্য অনেক দোয়া রহিলো আগামীতে আরো ভালো কোন নাটকের প্রত্তাসায় রহিলাম।,positive
"জীবনের চরম বাস্তবতা এই ৫৩ মিনিটে ফুটে উঠেছে,  তা বলার মত নয়।এরকম বাস্তবধর্মী কাজ আরো আশা করছি",positive
